Record Length,2.500000e+03,,  -0.000025000000, 264.00000,
Sample Interval,2.000000e-08,,  -0.000024980000, 376.00000,
Trigger Point,1.250000000000e+03,,  -0.000024960000, 496.00000,
,,,  -0.000024940000, 616.00000,
,,,  -0.000024920000, 640.00000,
,,,  -0.000024900000, 648.00000,
Source,CH1,,  -0.000024880000, 648.00000,
Vertical Units,V,,  -0.000024860000, 648.00000,
Vertical Scale,2.000000e+02,,  -0.000024840000, 648.00000,
Vertical Offset,-6.000000e+02,,  -0.000024820000, 640.00000,
Horizontal Units,s,,  -0.000024800000, 640.00000,
Horizontal Scale,5.000000e-06,,  -0.000024780000, 640.00000,
Pt Fmt,Y,,  -0.000024760000, 656.00000,
Yzero,0.000000e+00,,  -0.000024740000, 664.00000,
Probe Atten,1.000000e+02,,  -0.000024720000, 648.00000,
Model Number,TDS2004C,,  -0.000024700000, 648.00000,
Serial Number,C010975,,  -0.000024680000, 656.00000,
Firmware Version,FV:v24.09,,  -0.000024660000, 640.00000,
,,,-00.000024640000, 656.00000,
,,,-00.000024620000, 656.00000,
,,,-00.000024600000, 656.00000,
,,,-00.000024580000, 664.00000,
,,,-00.000024560000, 656.00000,
,,,-00.000024540000, 656.00000,
,,,-00.000024520000, 656.00000,
,,,-00.000024500000, 664.00000,
,,,-00.000024480000, 656.00000,
,,,-00.000024460000, 656.00000,
,,,-00.000024440000, 656.00000,
,,,-00.000024420000, 664.00000,
,,,-00.000024400000, 656.00000,
,,,-00.000024380000, 664.00000,
,,,-00.000024360000, 648.00000,
,,,-00.000024340000, 640.00000,
,,,-00.000024320000, 616.00000,
,,,-00.000024300000, 600.00000,
,,,-00.000024280000, 552.00000,
,,,-00.000024260000, 520.00000,
,,,-00.000024240000, 472.00000,
,,,-00.000024220000, 424.00000,
,,,-00.000024200000, 392.00000,
,,,-00.000024180000, 368.00000,
,,,-00.000024160000, 344.00000,
,,,-00.000024140000, 328.00000,
,,,-00.000024120000, 328.00000,
,,,-00.000024100000, 336.00000,
,,,-00.000024080000, 336.00000,
,,,-00.000024060000, 376.00000,
,,,-00.000024040000, 392.00000,
,,,-00.000024020000, 432.00000,
,,,-00.000024000000, 472.00000,
,,,-00.000023980000, 520.00000,
,,,-00.000023960000, 560.00000,
,,,-00.000023940000, 608.00000,
,,,-00.000023920000, 632.00000,
,,,-00.000023900000, 656.00000,
,,,-00.000023880000, 648.00000,
,,,-00.000023860000, 656.00000,
,,,-00.000023840000, 656.00000,
,,,-00.000023820000, 648.00000,
,,,-00.000023800000, 648.00000,
,,,-00.000023780000, 648.00000,
,,,-00.000023760000, 664.00000,
,,,-00.000023740000, 640.00000,
,,,-00.000023720000, 632.00000,
,,,-00.000023700000, 608.00000,
,,,-00.000023680000, 560.00000,
,,,-00.000023660000, 528.00000,
,,,-00.000023640000, 496.00000,
,,,-00.000023620000, 464.00000,
,,,-00.000023600000, 440.00000,
,,,-00.000023580000, 416.00000,
,,,-00.000023560000, 408.00000,
,,,-00.000023540000, 392.00000,
,,,-00.000023520000, 376.00000,
,,,-00.000023500000, 392.00000,
,,,-00.000023480000, 400.00000,
,,,-00.000023460000, 408.00000,
,,,-00.000023440000, 432.00000,
,,,-00.000023420000, 448.00000,
,,,-00.000023400000, 488.00000,
,,,-00.000023380000, 504.00000,
